Nanometers   Percentual
-----------------------
362.6;         0.1
363.3;         0.1
364.0;         0.1
364.7;         0.1
365.4;         0.1
366.1;         0.2
366.7;         0.1
367.4;         0.2
368.1;         0.1
368.8;         0.1
369.5;         0.1
370.2;         0.1
370.9;         0.1
371.6;         0.1
372.3;         0.1
373.0;         0.1
373.7;         0.1
374.4;         0.1
375.1;         0.1
375.7;         0.1
376.4;         0.1
377.1;         0.1
377.8;         0.1
378.5;         0.1
379.2;         0.1
379.9;         0.1
380.6;         0.2
381.3;         0.1
382.0;         0.1
382.7;         0.1
383.4;         0.1
384.1;         0.1
384.8;         0.1
385.4;         0.0
386.1;         0.1
386.8;         0.1
387.5;         0.1
388.2;         0.1
388.9;         0.1
389.6;         0.2
390.3;         0.1
391.0;         0.0
391.7;         0.1
392.4;         0.1
393.1;         0.1
393.8;         0.1
394.5;         0.1
395.1;         0.2
395.8;         0.2
396.5;         0.1
397.2;         0.1
397.9;         0.1
398.6;         0.1
399.3;         0.0
400.0;         0.0
400.7;         0.0
401.4;         0.0
402.1;         0.1
402.8;         0.1
403.5;         0.1
404.1;         0.1
404.8;         0.1
405.5;         0.1
406.2;         0.1
406.9;         0.1
407.6;         0.1
408.3;         0.1
409.0;         0.1
409.7;         0.1
410.4;         0.1
411.1;         0.1
411.8;         0.1
412.5;         0.1
413.2;         0.1
413.8;         0.1
414.5;         0.1
415.2;         0.1
415.9;         0.2
416.6;         0.1
417.3;         0.1
418.0;         0.1
418.7;         0.1
419.4;         0.2
420.1;         0.2
420.8;         0.2
421.5;         0.2
422.2;         0.3
422.9;         0.4
423.5;         0.5
424.2;         0.5
424.9;         0.8
425.6;         0.9
426.3;         1.3
427.0;         1.5
427.7;         2.1
428.4;         2.4
429.1;         3.3
429.8;         3.5
430.5;         4.4
431.2;         4.7
431.9;         5.8
432.5;         6.2
433.2;         7.7
433.9;         8.1
434.6;         9.3
435.3;         9.7
436.0;        11.2
436.7;        11.7
437.4;        13.3
438.1;        13.8
438.8;        15.5
439.5;        16.1
440.2;        17.9
440.9;        18.5
441.6;        20.6
442.2;        21.2
442.9;        23.2
443.6;        24.0
444.3;        26.1
445.0;        26.9
445.7;        28.7
446.4;        29.6
447.1;        32.3
447.8;        33.5
448.5;        35.7
449.2;        37.4
449.9;        38.5
450.6;        40.1
451.3;        42.5
451.9;        42.9
452.6;        44.5
453.3;        45.8
454.0;        47.3
454.7;        48.1
455.4;        48.4
456.1;        47.9
456.8;        47.8
457.5;        46.7
458.2;        45.0
458.9;        43.4
459.6;        43.3
460.3;        41.7
460.9;        41.0
461.6;        40.0
462.3;        37.8
463.0;        37.1
463.7;        35.5
464.4;        33.7
465.1;        32.2
465.8;        31.4
466.5;        30.4
467.2;        29.6
467.9;        27.9
468.6;        27.0
469.3;        26.1
470.0;        25.8
470.6;        24.1
471.3;        23.5
472.0;        22.9
472.7;        22.9
473.4;        21.6
474.1;        20.6
474.8;        19.5
475.5;        19.1
476.2;        18.0
476.9;        17.3
477.6;        15.8
478.3;        15.0
479.0;        14.6
479.7;        14.5
480.3;        14.5
481.0;        14.3
481.7;        13.3
482.4;        12.6
483.1;        11.9
483.8;        11.5
484.5;        10.4
485.2;        10.1
485.9;         9.6
486.6;         9.1
487.3;         8.5
488.0;         8.6
488.7;         8.7
489.3;         9.0
490.0;         8.5
490.7;         8.2
491.4;         7.8
492.1;         7.4
492.8;         7.8
493.5;         7.9
494.2;         7.9
494.9;         8.3
495.6;         8.4
496.3;         8.0
497.0;         8.6
497.7;         8.9
498.4;         9.7
499.0;         9.9
499.7;        11.5
500.4;        12.9
501.1;        14.0
501.8;        14.5
502.5;        16.3
503.2;        17.2
503.9;        18.5
504.6;        20.4
505.3;        23.0
506.0;        24.0
506.7;        26.0
507.4;        27.4
508.1;        30.1
508.7;        31.3
509.4;        34.0
510.1;        35.2
510.8;        39.1
511.5;        40.7
512.2;        43.2
512.9;        44.5
513.6;        47.2
514.3;        48.4
515.0;        51.3
515.7;        52.1
516.4;        54.8
517.1;        55.7
517.7;        58.1
518.4;        58.6
519.1;        61.3
519.8;        62.3
520.5;        65.2
521.2;        65.5
521.9;        68.2
522.6;        70.0
523.3;        72.2
524.0;        73.0
524.7;        76.0
525.4;        77.2
526.1;        79.4
526.8;        80.6
527.4;        84.2
528.1;        85.2
528.8;        87.6
529.5;        88.6
530.2;        91.1
530.9;        91.7
531.6;        92.9
532.3;        93.7
533.0;        94.4
533.7;        94.3
534.4;        94.6
535.1;        94.9
535.8;        95.5
536.5;        95.9
537.1;        96.0
537.8;        95.9
538.5;        96.2
539.2;        96.0
539.9;        96.2
540.6;        96.1
541.3;        96.3
542.0;        96.4
542.7;        96.9
543.4;        97.1
544.1;        97.5
544.8;        97.7
545.5;        99.1
546.1;        99.2
546.8;        99.8
547.5;        99.9
548.2;       100.0
548.9;        99.7
549.6;        99.4
550.3;        99.5
551.0;        98.5
551.7;        97.8
552.4;        97.6
553.1;        97.2
553.8;        96.7
554.5;        96.2
