Nanometers   Percentual
-----------------------
362.6;         0.2
363.3;         0.2
364.0;         0.2
364.7;         0.1
365.4;         0.1
366.1;         0.1
366.7;         0.2
367.4;         0.2
368.1;         0.2
368.8;         0.2
369.5;         0.2
370.2;         0.2
370.9;         0.2
371.6;         0.1
372.3;         0.2
373.0;         0.2
373.7;         0.1
374.4;         0.1
375.1;         0.1
375.7;         0.1
376.4;         0.1
377.1;         0.1
377.8;         0.1
378.5;         0.1
379.2;         0.1
379.9;         0.1
380.6;         0.2
381.3;         0.1
382.0;         0.1
382.7;         0.1
383.4;         0.1
384.1;         0.1
384.8;         0.1
385.4;         0.1
386.1;         0.1
386.8;         0.1
387.5;         0.2
388.2;         0.2
388.9;         0.2
389.6;         0.2
390.3;         0.2
391.0;         0.2
391.7;         0.1
392.4;         0.1
393.1;         0.1
393.8;         0.1
394.5;         0.2
395.1;         0.2
395.8;         0.2
396.5;         0.2
397.2;         0.2
397.9;         0.1
398.6;         0.1
399.3;         0.1
400.0;         0.1
400.7;         0.1
401.4;         0.1
402.1;         0.1
402.8;         0.1
403.5;         0.1
404.1;         0.1
404.8;         0.1
405.5;         0.2
406.2;         0.2
406.9;         0.2
407.6;         0.2
408.3;         0.2
409.0;         0.2
409.7;         0.1
410.4;         0.2
411.1;         0.2
411.8;         0.2
412.5;         0.1
413.2;         0.1
413.8;         0.2
414.5;         0.2
415.2;         0.1
415.9;         0.2
416.6;         0.2
417.3;         0.1
418.0;         0.1
418.7;         0.1
419.4;         0.2
420.1;         0.2
420.8;         0.2
421.5;         0.2
422.2;         0.2
422.9;         0.3
423.5;         0.4
424.2;         0.4
424.9;         0.5
425.6;         0.6
426.3;         0.9
427.0;         0.9
427.7;         1.1
428.4;         1.2
429.1;         1.6
429.8;         1.7
430.5;         2.1
431.2;         2.3
431.9;         2.7
432.5;         2.9
433.2;         3.5
433.9;         3.6
434.6;         4.1
435.3;         4.3
436.0;         4.8
436.7;         5.1
437.4;         5.9
438.1;         6.0
438.8;         6.6
439.5;         6.9
440.2;         7.6
440.9;         7.6
441.6;         8.3
442.2;         8.4
442.9;         8.8
443.6;         8.8
444.3;         8.7
445.0;         8.7
445.7;         8.6
446.4;         8.5
447.1;         8.2
447.8;         8.0
448.5;         7.6
449.2;         7.4
449.9;         6.6
450.6;         6.4
451.3;         5.7
451.9;         5.5
452.6;         4.7
453.3;         4.6
454.0;         4.1
454.7;         4.0
455.4;         3.4
456.1;         3.2
456.8;         2.7
457.5;         2.5
458.2;         2.3
458.9;         2.3
459.6;         2.1
460.3;         2.0
460.9;         2.0
461.6;         2.0
462.3;         1.9
463.0;         2.0
463.7;         2.2
464.4;         2.3
465.1;         2.5
465.8;         2.5
466.5;         2.7
467.2;         2.9
467.9;         3.1
468.6;         3.3
469.3;         3.6
470.0;         3.8
470.6;         4.2
471.3;         4.4
472.0;         5.6
472.7;         6.4
473.4;         7.2
474.1;         7.9
474.8;         9.6
475.5;        10.6
476.2;        12.8
476.9;        14.4
477.6;        17.0
478.3;        18.9
479.0;        22.9
479.7;        26.1
480.3;        31.4
481.0;        34.6
481.7;        38.9
482.4;        41.2
483.1;        47.3
483.8;        50.9
484.5;        56.6
485.2;        59.8
485.9;        65.2
486.6;        68.5
487.3;        73.3
488.0;        76.4
488.7;        81.5
489.3;        83.9
490.0;        87.2
490.7;        89.2
491.4;        92.5
492.1;        94.0
492.8;        96.2
493.5;        97.2
494.2;        98.9
494.9;        99.4
495.6;       100.0
496.3;       100.0
497.0;        99.9
497.7;        99.5
498.4;        99.2
499.0;        98.7
499.7;        98.1
500.4;        97.2
501.1;        95.7
501.8;        94.4
502.5;        92.7
503.2;        91.4
503.9;        89.5
504.6;        88.1
505.3;        85.9
506.0;        84.5
506.7;        81.8
507.4;        80.5
508.1;        78.7
508.7;        77.3
509.4;        75.5
510.1;        74.5
510.8;        73.2
511.5;        72.5
512.2;        71.2
512.9;        70.0
513.6;        68.5
514.3;        67.5
515.0;        65.9
515.7;        64.9
516.4;        63.6
